RXCUI,NAME,TTY,ATC_CLS,CLS_NAME,ATC_IN,IN_NAME,IN_RxCUI
1439809,vortioxetine 20 MG,SCDC,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1439811,vortioxetine 5 MG,SCDC,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1439839,vortioxetine 15 MG,SCDC,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1439807,vortioxetine Oral Tablet,SCDF,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1439805,vortioxetine Oral Product,SCDG,N06AX,SNRIs,N06AX26,vortioxetine,1455099
1439806,vortioxetine Pill,SCDG,N06AX,SNRIs,N06AX26,vortioxetine,1455099
2049256,mirtazapine 0.02 MG/MG Topical Ointment [Mirataz],SBD,N06AX,SNRIs,N06AX11,mirtazapine,15996
211322,mirtazapine 15 MG Oral Tablet [Remeron],SBD,N06AX,SNRIs,N06AX11,mirtazapine,15996
211323,mirtazapine 30 MG Oral Tablet [Remeron],SBD,N06AX,SNRIs,N06AX11,mirtazapine,15996
752869,mirtazapine 15 MG Disintegrating Oral Tablet [Remeron],SBD,N06AX,SNRIs,N06AX11,mirtazapine,15996
752870,mirtazapine 30 MG Disintegrating Oral Tablet [Remeron],SBD,N06AX,SNRIs,N06AX11,mirtazapine,15996
752871,mirtazapine 45 MG Disintegrating Oral Tablet [Remeron],SBD,N06AX,SNRIs,N06AX11,mirtazapine,15996
2049253,mirtazapine 0.02 MG/MG [Mirataz],SBDC,N06AX,SNRIs,N06AX11,mirtazapine,15996
571764,mirtazapine 15 MG [Remeron],SBDC,N06AX,SNRIs,N06AX11,mirtazapine,15996
571765,mirtazapine 30 MG [Remeron],SBDC,N06AX,SNRIs,N06AX11,mirtazapine,15996
574379,mirtazapine 45 MG [Remeron],SBDC,N06AX,SNRIs,N06AX11,mirtazapine,15996
2049254,mirtazapine Topical Ointment [Mirataz],SBDF,N06AX,SNRIs,N06AX11,mirtazapine,15996
368602,mirtazapine Oral Tablet [Remeron],SBDF,N06AX,SNRIs,N06AX11,mirtazapine,15996
752868,mirtazapine Disintegrating Oral Tablet [Remeron],SBDF,N06AX,SNRIs,N06AX11,mirtazapine,15996
1180723,Remeron Oral Product,SBDG,N06AX,SNRIs,N06AX11,mirtazapine,15996
1180724,Remeron Pill,SBDG,N06AX,SNRIs,N06AX11,mirtazapine,15996
1296602,Remeron Disintegrating Oral Product,SBDG,N06AX,SNRIs,N06AX11,mirtazapine,15996
2049255,Mirataz Topical Product,SBDG,N06AX,SNRIs,N06AX11,mirtazapine,15996
2049251,mirtazapine 0.02 MG/MG Topical Ointment,SCD,N06AX,SNRIs,N06AX11,mirtazapine,15996
283406,mirtazapine 15 MG Disintegrating Oral Tablet,SCD,N06AX,SNRIs,N06AX11,mirtazapine,15996
283407,mirtazapine 30 MG Disintegrating Oral Tablet,SCD,N06AX,SNRIs,N06AX11,mirtazapine,15996
283485,mirtazapine 45 MG Disintegrating Oral Tablet,SCD,N06AX,SNRIs,N06AX11,mirtazapine,15996
311725,mirtazapine 15 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX11,mirtazapine,15996
311726,mirtazapine 45 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX11,mirtazapine,15996
314111,mirtazapine 30 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX11,mirtazapine,15996
476809,mirtazapine 7.5 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX11,mirtazapine,15996
2049248,mirtazapine 0.02 MG/MG,SCDC,N06AX,SNRIs,N06AX11,mirtazapine,15996
343091,mirtazapine 15 MG,SCDC,N06AX,SNRIs,N06AX11,mirtazapine,15996
343092,mirtazapine 30 MG,SCDC,N06AX,SNRIs,N06AX11,mirtazapine,15996
343213,mirtazapine 45 MG,SCDC,N06AX,SNRIs,N06AX11,mirtazapine,15996
476810,mirtazapine 7.5 MG,SCDC,N06AX,SNRIs,N06AX11,mirtazapine,15996
2049250,mirtazapine Topical Ointment,SCDF,N06AX,SNRIs,N06AX11,mirtazapine,15996
378384,mirtazapine Oral Tablet,SCDF,N06AX,SNRIs,N06AX11,mirtazapine,15996
378442,mirtazapine Disintegrating Oral Tablet,SCDF,N06AX,SNRIs,N06AX11,mirtazapine,15996
1165364,mirtazapine Oral Product,SCDG,N06AX,SNRIs,N06AX11,mirtazapine,15996
1165365,mirtazapine Pill,SCDG,N06AX,SNRIs,N06AX11,mirtazapine,15996
1295464,mirtazapine Disintegrating Oral Product,SCDG,N06AX,SNRIs,N06AX11,mirtazapine,15996
2049249,mirtazapine Topical Product,SCDG,N06AX,SNRIs,N06AX11,mirtazapine,15996
2119387,esketamine 140 MG/ML Nasal Spray [Spravato],SBD,N06AX,SNRIs,N06AX27,esketamine,2119365
2119383,esketamine 140 MG/ML [Spravato],SBDC,N06AX,SNRIs,N06AX27,esketamine,2119365
2201625,esketamine Nasal Spray [Spravato],SBDF,N06AX,SNRIs,N06AX27,esketamine,2119365
2119385,Spravato Inhalant Product,SBDG,N06AX,SNRIs,N06AX27,esketamine,2119365
2119386,Spravato Nasal Product,SBDG,N06AX,SNRIs,N06AX27,esketamine,2119365
2119381,esketamine 140 MG/ML Nasal Spray,SCD,N06AX,SNRIs,N06AX27,esketamine,2119365
2119377,esketamine 140 MG/ML,SCDC,N06AX,SNRIs,N06AX27,esketamine,2119365
2201623,esketamine Nasal Spray,SCDF,N06AX,SNRIs,N06AX27,esketamine,2119365
2119378,esketamine Inhalant Product,SCDG,N06AX,SNRIs,N06AX27,esketamine,2119365
2119379,esketamine Nasal Product,SCDG,N06AX,SNRIs,N06AX27,esketamine,2119365
2121786,20 ML brexanolone 5 MG/ML Injection [Zulresso],SBD,N06AX,SNRIs,N06AX29,brexanolone,2121777
2121783,brexanolone 5 MG/ML [Zulresso],SBDC,N06AX,SNRIs,N06AX29,brexanolone,2121777
2121784,brexanolone Injection [Zulresso],SBDF,N06AX,SNRIs,N06AX29,brexanolone,2121777
2121785,Zulresso Injectable Product,SBDG,N06AX,SNRIs,N06AX29,brexanolone,2121777
2121781,20 ML brexanolone 5 MG/ML Injection,SCD,N06AX,SNRIs,N06AX29,brexanolone,2121777
2121778,brexanolone 5 MG/ML,SCDC,N06AX,SNRIs,N06AX29,brexanolone,2121777
2121780,brexanolone Injection,SCDF,N06AX,SNRIs,N06AX29,brexanolone,2121777
2121779,brexanolone Injectable Product,SCDG,N06AX,SNRIs,N06AX29,brexanolone,2121777
213344,citalopram 20 MG Oral Tablet [Celexa],SBD,N06AB,SSRIs,N06AB04,citalopram,2556
213345,citalopram 40 MG Oral Tablet [Celexa],SBD,N06AB,SSRIs,N06AB04,citalopram,2556
284591,citalopram 10 MG Oral Tablet [Celexa],SBD,N06AB,SSRIs,N06AB04,citalopram,2556
573240,citalopram 20 MG [Celexa],SBDC,N06AB,SSRIs,N06AB04,citalopram,2556
573241,citalopram 40 MG [Celexa],SBDC,N06AB,SSRIs,N06AB04,citalopram,2556
575018,citalopram 10 MG [Celexa],SBDC,N06AB,SSRIs,N06AB04,citalopram,2556
368139,citalopram Oral Tablet [Celexa],SBDF,N06AB,SSRIs,N06AB04,citalopram,2556
1166210,Celexa Oral Product,SBDG,N06AB,SSRIs,N06AB04,citalopram,2556
1166211,Celexa Pill,SBDG,N06AB,SSRIs,N06AB04,citalopram,2556
200371,citalopram 20 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB04,citalopram,2556
2591786,citalopram 30 MG Oral Capsule,SCD,N06AB,SSRIs,N06AB04,citalopram,2556
283672,citalopram 10 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB04,citalopram,2556
309313,citalopram 2 MG/ML Oral Solution,SCD,N06AB,SSRIs,N06AB04,citalopram,2556
309314,citalopram 40 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB04,citalopram,2556
389202,citalopram 40 MG/ML Oral Solution,SCD,N06AB,SSRIs,N06AB04,citalopram,2556
645289,citalopram 10 MG Disintegrating Oral Tablet,SCD,N06AB,SSRIs,N06AB04,citalopram,2556
645290,citalopram 20 MG Disintegrating Oral Tablet,SCD,N06AB,SSRIs,N06AB04,citalopram,2556
645291,citalopram 40 MG Disintegrating Oral Tablet,SCD,N06AB,SSRIs,N06AB04,citalopram,2556
2591785,citalopram 30 MG,SCDC,N06AB,SSRIs,N06AB04,citalopram,2556
329444,citalopram 20 MG,SCDC,N06AB,SSRIs,N06AB04,citalopram,2556
329445,citalopram 40 MG,SCDC,N06AB,SSRIs,N06AB04,citalopram,2556
330309,citalopram 2 MG/ML,SCDC,N06AB,SSRIs,N06AB04,citalopram,2556
331567,citalopram 10 MG,SCDC,N06AB,SSRIs,N06AB04,citalopram,2556
393457,citalopram 40 MG/ML,SCDC,N06AB,SSRIs,N06AB04,citalopram,2556
371532,citalopram Oral Tablet,SCDF,N06AB,SSRIs,N06AB04,citalopram,2556
374620,citalopram Oral Solution,SCDF,N06AB,SSRIs,N06AB04,citalopram,2556
645288,citalopram Disintegrating Oral Tablet,SCDF,N06AB,SSRIs,N06AB04,citalopram,2556
730439,citalopram Oral Capsule,SCDF,N06AB,SSRIs,N06AB04,citalopram,2556
1152130,citalopram Oral Liquid Product,SCDG,N06AB,SSRIs,N06AB04,citalopram,2556
1152131,citalopram Oral Product,SCDG,N06AB,SSRIs,N06AB04,citalopram,2556
1152132,citalopram Pill,SCDG,N06AB,SSRIs,N06AB04,citalopram,2556
1295242,citalopram Disintegrating Oral Product,SCDG,N06AB,SSRIs,N06AB04,citalopram,2556
2375713,clomipramine hydrochloride 20 MG Oral Tablet [Caniquell],SBD,N06AA,TCAs,N06AA04,clomipramine,2597
2375715,clomipramine hydrochloride 40 MG Oral Tablet [Caniquell],SBD,N06AA,TCAs,N06AA04,clomipramine,2597
2375717,clomipramine hydrochloride 5 MG Oral Tablet [Caniquell],SBD,N06AA,TCAs,N06AA04,clomipramine,2597
2375719,clomipramine hydrochloride 80 MG Oral Tablet [Caniquell],SBD,N06AA,TCAs,N06AA04,clomipramine,2597
857299,clomipramine hydrochloride 25 MG Oral Capsule [Anafranil],SBD,N06AA,TCAs,N06AA04,clomipramine,2597
857303,clomipramine hydrochloride 50 MG Oral Capsule [Anafranil],SBD,N06AA,TCAs,N06AA04,clomipramine,2597
857307,clomipramine hydrochloride 75 MG Oral Capsule [Anafranil],SBD,N06AA,TCAs,N06AA04,clomipramine,2597
892746,clomipramine hydrochloride 20 MG Oral Tablet [Clomicalm],SBD,N06AA,TCAs,N06AA04,clomipramine,2597
894761,clomipramine hydrochloride 5 MG Oral Tablet [Clomicalm],SBD,N06AA,TCAs,N06AA04,clomipramine,2597
894765,clomipramine hydrochloride 80 MG Oral Tablet [Clomicalm],SBD,N06AA,TCAs,N06AA04,clomipramine,2597
2375709,clomipramine hydrochloride 20 MG [Caniquell],SBDC,N06AA,TCAs,N06AA04,clomipramine,2597
2375714,clomipramine hydrochloride 40 MG [Caniquell],SBDC,N06AA,TCAs,N06AA04,clomipramine,2597
2375716,clomipramine hydrochloride 5 MG [Caniquell],SBDC,N06AA,TCAs,N06AA04,clomipramine,2597
2375718,clomipramine hydrochloride 80 MG [Caniquell],SBDC,N06AA,TCAs,N06AA04,clomipramine,2597
857298,clomipramine hydrochloride 25 MG [Anafranil],SBDC,N06AA,TCAs,N06AA04,clomipramine,2597
857302,clomipramine hydrochloride 50 MG [Anafranil],SBDC,N06AA,TCAs,N06AA04,clomipramine,2597
857306,clomipramine hydrochloride 75 MG [Anafranil],SBDC,N06AA,TCAs,N06AA04,clomipramine,2597
892744,clomipramine hydrochloride 20 MG [Clomicalm],SBDC,N06AA,TCAs,N06AA04,clomipramine,2597
894760,clomipramine hydrochloride 5 MG [Clomicalm],SBDC,N06AA,TCAs,N06AA04,clomipramine,2597
894764,clomipramine hydrochloride 80 MG [Clomicalm],SBDC,N06AA,TCAs,N06AA04,clomipramine,2597
2375710,clomipramine Oral Tablet [Caniquell],SBDF,N06AA,TCAs,N06AA04,clomipramine,2597
366755,clomipramine Oral Capsule [Anafranil],SBDF,N06AA,TCAs,N06AA04,clomipramine,2597
892745,clomipramine Oral Tablet [Clomicalm],SBDF,N06AA,TCAs,N06AA04,clomipramine,2597
2655120,clomipramine hydrochloride Oral Capsule [Anafranil],SBDFP,N06AA,TCAs,N06AA04,clomipramine,2597
2656720,clomipramine hydrochloride Oral Tablet [Caniquell],SBDFP,N06AA,TCAs,N06AA04,clomipramine,2597
2658522,clomipramine hydrochloride Oral Tablet [Clomicalm],SBDFP,N06AA,TCAs,N06AA04,clomipramine,2597
1173023,Clomicalm Oral Product,SBDG,N06AA,TCAs,N06AA04,clomipramine,2597
1173024,Clomicalm Pill,SBDG,N06AA,TCAs,N06AA04,clomipramine,2597
1174906,Anafranil Oral Product,SBDG,N06AA,TCAs,N06AA04,clomipramine,2597
1174907,Anafranil Pill,SBDG,N06AA,TCAs,N06AA04,clomipramine,2597
2375711,Caniquell Pill,SBDG,N06AA,TCAs,N06AA04,clomipramine,2597
2375712,Caniquell Oral Product,SBDG,N06AA,TCAs,N06AA04,clomipramine,2597
857289,clomipramine hydrochloride 12.5 MG/ML Injectable Solution,SCD,N06AA,TCAs,N06AA04,clomipramine,2597
857292,clomipramine hydrochloride 10 MG Oral Capsule,SCD,N06AA,TCAs,N06AA04,clomipramine,2597
857297,clomipramine hydrochloride 25 MG Oral Capsule,SCD,N06AA,TCAs,N06AA04,clomipramine,2597
857301,clomipramine hydrochloride 50 MG Oral Capsule,SCD,N06AA,TCAs,N06AA04,clomipramine,2597
857305,clomipramine hydrochloride 75 MG Oral Capsule,SCD,N06AA,TCAs,N06AA04,clomipramine,2597
857326,clomipramine hydrochloride 75 MG Extended Release Oral Tablet,SCD,N06AA,TCAs,N06AA04,clomipramine,2597
892742,clomipramine hydrochloride 20 MG Oral Tablet,SCD,N06AA,TCAs,N06AA04,clomipramine,2597
894755,clomipramine hydrochloride 40 MG Oral Tablet,SCD,N06AA,TCAs,N06AA04,clomipramine,2597
894759,clomipramine hydrochloride 5 MG Oral Tablet,SCD,N06AA,TCAs,N06AA04,clomipramine,2597
894763,clomipramine hydrochloride 80 MG Oral Tablet,SCD,N06AA,TCAs,N06AA04,clomipramine,2597
857288,clomipramine hydrochloride 12.5 MG/ML,SCDC,N06AA,TCAs,N06AA04,clomipramine,2597
857290,clomipramine hydrochloride 10 MG,SCDC,N06AA,TCAs,N06AA04,clomipramine,2597
857295,clomipramine hydrochloride 25 MG,SCDC,N06AA,TCAs,N06AA04,clomipramine,2597
857300,clomipramine hydrochloride 50 MG,SCDC,N06AA,TCAs,N06AA04,clomipramine,2597
857304,clomipramine hydrochloride 75 MG,SCDC,N06AA,TCAs,N06AA04,clomipramine,2597
892741,clomipramine hydrochloride 20 MG,SCDC,N06AA,TCAs,N06AA04,clomipramine,2597
894754,clomipramine hydrochloride 40 MG,SCDC,N06AA,TCAs,N06AA04,clomipramine,2597
894758,clomipramine hydrochloride 5 MG,SCDC,N06AA,TCAs,N06AA04,clomipramine,2597
894762,clomipramine hydrochloride 80 MG,SCDC,N06AA,TCAs,N06AA04,clomipramine,2597
371572,clomipramine Oral Capsule,SCDF,N06AA,TCAs,N06AA04,clomipramine,2597
371573,clomipramine Injectable Solution,SCDF,N06AA,TCAs,N06AA04,clomipramine,2597
371575,clomipramine Oral Tablet,SCDF,N06AA,TCAs,N06AA04,clomipramine,2597
371576,clomipramine Extended Release Oral Tablet,SCDF,N06AA,TCAs,N06AA04,clomipramine,2597
1153372,clomipramine Injectable Product,SCDG,N06AA,TCAs,N06AA04,clomipramine,2597
1153374,clomipramine Oral Product,SCDG,N06AA,TCAs,N06AA04,clomipramine,2597
1153375,clomipramine Pill,SCDG,N06AA,TCAs,N06AA04,clomipramine,2597
2611266,bupropion hydrochloride 105 MG / dextromethorphan hydrobromide 45 MG Extended Release Oral Tablet [Auvelity],SBD,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2611262,bupropion hydrochloride 105 MG / dextromethorphan hydrobromide 45 MG [Auvelity],SBDC,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2611265,bupropion / dextromethorphan Extended Release Oral Tablet [Auvelity],SBDF,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2655370,bupropion hydrochloride / dextromethorphan hydrobromide Extended Release Oral Tablet [Auvelity],SBDFP,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2611263,Auvelity Oral Product,SBDG,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2611264,Auvelity Pill,SBDG,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2611260,bupropion hydrochloride 105 MG / dextromethorphan hydrobromide 45 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2122593,dextromethorphan hydrobromide 45 MG,SCDC,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2611255,bupropion hydrochloride 105 MG,SCDC,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2611259,bupropion / dextromethorphan Extended Release Oral Tablet,SCDF,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2648536,bupropion hydrochloride / dextromethorphan hydrobromide Extended Release Oral Tablet,SCDFP,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2611257,bupropion / dextromethorphan Oral Product,SCDG,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2611258,bupropion / dextromethorphan Pill,SCDG,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2662512,bupropion hydrochloride / dextromethorphan hydrobromide Pill,SCDGP,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2663418,bupropion hydrochloride / dextromethorphan hydrobromide Oral Product,SCDGP,N06AX,SNRIs,N06AX62,"dextromethorphan, bupropion",3289
2672379,24 HR gepirone 18.2 MG Extended Release Oral Tablet [Exxua],SBD,N06AX,SNRIs,N06AX19,gepirone,2672253
2672385,24 HR gepirone 36.3 MG Extended Release Oral Tablet [Exxua],SBD,N06AX,SNRIs,N06AX19,gepirone,2672253
2672391,24 HR gepirone 54.5 MG Extended Release Oral Tablet [Exxua],SBD,N06AX,SNRIs,N06AX19,gepirone,2672253
2672397,24 HR gepirone 72.6 MG Extended Release Oral Tablet [Exxua],SBD,N06AX,SNRIs,N06AX19,gepirone,2672253
2672375,gepirone 18.2 MG [Exxua],SBDC,N06AX,SNRIs,N06AX19,gepirone,2672253
2672384,gepirone 36.3 MG [Exxua],SBDC,N06AX,SNRIs,N06AX19,gepirone,2672253
2672390,gepirone 54.5 MG [Exxua],SBDC,N06AX,SNRIs,N06AX19,gepirone,2672253
2672396,gepirone 72.6 MG [Exxua],SBDC,N06AX,SNRIs,N06AX19,gepirone,2672253
2672378,gepirone Extended Release Oral Tablet [Exxua],SBDF,N06AX,SNRIs,N06AX19,gepirone,2672253
2672376,Exxua Oral Product,SBDG,N06AX,SNRIs,N06AX19,gepirone,2672253
2672377,Exxua Pill,SBDG,N06AX,SNRIs,N06AX19,gepirone,2672253
2672372,24 HR gepirone 18.2 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX19,gepirone,2672253
2672382,24 HR gepirone 36.3 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX19,gepirone,2672253
2672388,24 HR gepirone 54.5 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX19,gepirone,2672253
2672394,24 HR gepirone 72.6 MG Extended Release Oral Tablet,SCD,N06AX,SNRIs,N06AX19,gepirone,2672253
2672368,gepirone 18.2 MG,SCDC,N06AX,SNRIs,N06AX19,gepirone,2672253
2672381,gepirone 36.3 MG,SCDC,N06AX,SNRIs,N06AX19,gepirone,2672253
2672387,gepirone 54.5 MG,SCDC,N06AX,SNRIs,N06AX19,gepirone,2672253
2672393,gepirone 72.6 MG,SCDC,N06AX,SNRIs,N06AX19,gepirone,2672253
2672371,gepirone Extended Release Oral Tablet,SCDF,N06AX,SNRIs,N06AX19,gepirone,2672253
2672369,gepirone Oral Product,SCDG,N06AX,SNRIs,N06AX19,gepirone,2672253
2672370,gepirone Pill,SCDG,N06AX,SNRIs,N06AX19,gepirone,2672253
199487,moclobemide 150 MG Oral Tablet,SCD,N06AG,MAOIs,N06AG02,moclobemide,3289
199488,moclobemide 300 MG Oral Tablet,SCD,N06AG,MAOIs,N06AG02,moclobemide,3289
332243,moclobemide 150 MG,SCDC,N06AG,MAOIs,N06AG02,moclobemide,3289
332244,moclobemide 300 MG,SCDC,N06AG,MAOIs,N06AG02,moclobemide,3289
372943,moclobemide Oral Tablet,SCDF,N06AG,MAOIs,N06AG02,moclobemide,3289
1165377,moclobemide Oral Product,SCDG,N06AG,MAOIs,N06AG02,moclobemide,3289
1165378,moclobemide Pill,SCDG,N06AG,MAOIs,N06AG02,moclobemide,3289
1098649,nefazodone hydrochloride 100 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX06,nefazodone,31565
1098666,nefazodone hydrochloride 150 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX06,nefazodone,31565
1098670,nefazodone hydrochloride 200 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX06,nefazodone,31565
1098674,nefazodone hydrochloride 250 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX06,nefazodone,31565
1098678,nefazodone hydrochloride 50 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX06,nefazodone,31565
1098710,nefazodone hydrochloride 300 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX06,nefazodone,31565
1098648,nefazodone hydrochloride 100 MG,SCDC,N06AX,SNRIs,N06AX06,nefazodone,31565
1098665,nefazodone hydrochloride 150 MG,SCDC,N06AX,SNRIs,N06AX06,nefazodone,31565
1098669,nefazodone hydrochloride 200 MG,SCDC,N06AX,SNRIs,N06AX06,nefazodone,31565
1098673,nefazodone hydrochloride 250 MG,SCDC,N06AX,SNRIs,N06AX06,nefazodone,31565
1098677,nefazodone hydrochloride 50 MG,SCDC,N06AX,SNRIs,N06AX06,nefazodone,31565
1098709,nefazodone hydrochloride 300 MG,SCDC,N06AX,SNRIs,N06AX06,nefazodone,31565
373012,nefazodone Oral Tablet,SCDF,N06AX,SNRIs,N06AX06,nefazodone,31565
1158404,nefazodone Oral Product,SCDG,N06AX,SNRIs,N06AX06,nefazodone,31565
1158405,nefazodone Pill,SCDG,N06AX,SNRIs,N06AX06,nefazodone,31565
352272,escitalopram 10 MG Oral Tablet [Lexapro],SBD,N06AB,SSRIs,N06AB10,escitalopram,321988
352273,escitalopram 20 MG Oral Tablet [Lexapro],SBD,N06AB,SSRIs,N06AB10,escitalopram,321988
404408,escitalopram 5 MG Oral Tablet [Lexapro],SBD,N06AB,SSRIs,N06AB10,escitalopram,321988
575972,escitalopram 10 MG [Lexapro],SBDC,N06AB,SSRIs,N06AB10,escitalopram,321988
575973,escitalopram 20 MG [Lexapro],SBDC,N06AB,SSRIs,N06AB10,escitalopram,321988
576370,escitalopram 5 MG [Lexapro],SBDC,N06AB,SSRIs,N06AB10,escitalopram,321988
368571,escitalopram Oral Tablet [Lexapro],SBDF,N06AB,SSRIs,N06AB10,escitalopram,321988
1186153,Lexapro Oral Product,SBDG,N06AB,SSRIs,N06AB10,escitalopram,321988
1186154,Lexapro Pill,SBDG,N06AB,SSRIs,N06AB10,escitalopram,321988
349332,escitalopram 10 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB10,escitalopram,321988
351249,escitalopram 5 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB10,escitalopram,321988
351250,escitalopram 20 MG Oral Tablet,SCD,N06AB,SSRIs,N06AB10,escitalopram,321988
351285,escitalopram 1 MG/ML Oral Solution,SCD,N06AB,SSRIs,N06AB10,escitalopram,321988
351044,escitalopram 10 MG,SCDC,N06AB,SSRIs,N06AB10,escitalopram,321988
353382,escitalopram 5 MG,SCDC,N06AB,SSRIs,N06AB10,escitalopram,321988
353383,escitalopram 20 MG,SCDC,N06AB,SSRIs,N06AB10,escitalopram,321988
353398,escitalopram 1 MG/ML,SCDC,N06AB,SSRIs,N06AB10,escitalopram,321988
378695,escitalopram Oral Tablet,SCDF,N06AB,SSRIs,N06AB10,escitalopram,321988
378734,escitalopram Oral Solution,SCDF,N06AB,SSRIs,N06AB10,escitalopram,321988
1164520,escitalopram Oral Liquid Product,SCDG,N06AB,SSRIs,N06AB10,escitalopram,321988
1164521,escitalopram Oral Product,SCDG,N06AB,SSRIs,N06AB10,escitalopram,321988
1164522,escitalopram Pill,SCDG,N06AB,SSRIs,N06AB10,escitalopram,321988
1099290,desipramine hydrochloride 10 MG Oral Tablet [Norpramin],SBD,N06AA,TCAs,N06AA01,desipramine,3247
1099294,desipramine hydrochloride 100 MG Oral Tablet [Norpramin],SBD,N06AA,TCAs,N06AA01,desipramine,3247
1099298,desipramine hydrochloride 150 MG Oral Tablet [Norpramin],SBD,N06AA,TCAs,N06AA01,desipramine,3247
1099302,desipramine hydrochloride 25 MG Oral Tablet [Norpramin],SBD,N06AA,TCAs,N06AA01,desipramine,3247
1099306,desipramine hydrochloride 50 MG Oral Tablet [Norpramin],SBD,N06AA,TCAs,N06AA01,desipramine,3247
1099318,desipramine hydrochloride 75 MG Oral Tablet [Norpramin],SBD,N06AA,TCAs,N06AA01,desipramine,3247
1099289,desipramine hydrochloride 10 MG [Norpramin],SBDC,N06AA,TCAs,N06AA01,desipramine,3247
1099293,desipramine hydrochloride 100 MG [Norpramin],SBDC,N06AA,TCAs,N06AA01,desipramine,3247
1099297,desipramine hydrochloride 150 MG [Norpramin],SBDC,N06AA,TCAs,N06AA01,desipramine,3247
1099301,desipramine hydrochloride 25 MG [Norpramin],SBDC,N06AA,TCAs,N06AA01,desipramine,3247
1099305,desipramine hydrochloride 50 MG [Norpramin],SBDC,N06AA,TCAs,N06AA01,desipramine,3247
1099317,desipramine hydrochloride 75 MG [Norpramin],SBDC,N06AA,TCAs,N06AA01,desipramine,3247
369482,desipramine Oral Tablet [Norpramin],SBDF,N06AA,TCAs,N06AA01,desipramine,3247
2655221,desipramine hydrochloride Oral Tablet [Norpramin],SBDFP,N06AA,TCAs,N06AA01,desipramine,3247
1185720,Norpramin Oral Product,SBDG,N06AA,TCAs,N06AA01,desipramine,3247
1185721,Norpramin Pill,SBDG,N06AA,TCAs,N06AA01,desipramine,3247
1099288,desipramine hydrochloride 10 MG Oral Tablet,SCD,N06AA,TCAs,N06AA01,desipramine,3247
1099292,desipramine hydrochloride 100 MG Oral Tablet,SCD,N06AA,TCAs,N06AA01,desipramine,3247
1099296,desipramine hydrochloride 150 MG Oral Tablet,SCD,N06AA,TCAs,N06AA01,desipramine,3247
1099300,desipramine hydrochloride 25 MG Oral Tablet,SCD,N06AA,TCAs,N06AA01,desipramine,3247
1099304,desipramine hydrochloride 50 MG Oral Tablet,SCD,N06AA,TCAs,N06AA01,desipramine,3247
1099316,desipramine hydrochloride 75 MG Oral Tablet,SCD,N06AA,TCAs,N06AA01,desipramine,3247
1099287,desipramine hydrochloride 10 MG,SCDC,N06AA,TCAs,N06AA01,desipramine,3247
1099291,desipramine hydrochloride 100 MG,SCDC,N06AA,TCAs,N06AA01,desipramine,3247
1099295,desipramine hydrochloride 150 MG,SCDC,N06AA,TCAs,N06AA01,desipramine,3247
1099299,desipramine hydrochloride 25 MG,SCDC,N06AA,TCAs,N06AA01,desipramine,3247
1099303,desipramine hydrochloride 50 MG,SCDC,N06AA,TCAs,N06AA01,desipramine,3247
1099315,desipramine hydrochloride 75 MG,SCDC,N06AA,TCAs,N06AA01,desipramine,3247
371709,desipramine Oral Tablet,SCDF,N06AA,TCAs,N06AA01,desipramine,3247
