"rxcui","in","str","unit"
"2715603","minoxidil","50","MG"
"311723","minoxidil","20","MG"
"311724","minoxidil","50","MG"
"645146","minoxidil","50","MG"
"2668432","minoxidil","0.05","MG"
"316310","minoxidil","10","MG"
"317430","minoxidil","2.5","MG"
"328492","minoxidil","20","MG"
"330042","minoxidil","50","MG"
"332239","minoxidil","5","MG"
"1989085","bosentan","32","MG"
"352066","bosentan","62.5","MG"
"656660","bosentan","125","MG"
"1989082","bosentan","32","MG"
"575815","bosentan","62.5","MG"
"575816","bosentan","125","MG"
"1989081","bosentan","32","MG"
"349253","bosentan","62.5","MG"
"656659","bosentan","125","MG"
"1989078","bosentan","32","MG"
"351035","bosentan","125","MG"
"351036","bosentan","62.5","MG"
