Comp_OID,Symbolic_name,CodingSystemName,SubmitterFirst,SubmitterLast,Submitter_Email,Submitter2,Contact_person_desc,Contact_person_address,Contact_person_phone,Contact_person_email,Contact_person_info,Resp_body_name,Resp_body_address,Resp_body_phone,Resp_body_email,Resp_body_URL,Resp_body_Type,Resp_body_oid,External_OID_flag,externalOIDsubType,replacedBy,Oid_Type,assignment_status,AA_OID,AA_description,Object_description,Date_begun,Date_finalized,Entry_Timestamp,T396mnemonic,Preferred_Realm
2.16.840.1.113883.5.43,entityNamePartQualifier,Entity Name Part Qualifier,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EntityNamePartQualifier, , , ,,UV
2.16.840.1.113883.5.44,entityNamePartType,Entity Name Part Type,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EntityNamePartType, , , ,,UV
2.16.840.1.113883.5.45,entityNameUse,Entity Name Use,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EntityNameUse, , , ,,UV
2.16.840.1.113883.5.46,entityRisk,Entity Risk,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,The vocabulary table for the Entity.riskCode attribute, , , ,,UV
2.16.840.1.113883.5.47,EntityRoleRelationshipType,EntityRoleRelationshipType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,EntityRoleRelationshipType, , , ,,UV
2.16.840.1.113883.5.48,EntityType,EntityType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,EntityType, , , ,,UV
2.16.840.1.113883.5.49,EquipmentAlertLevel,EquipmentAlertLevel,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,EquipmentAlertLevel, , , ,,UV
2.16.840.1.113883.5.50,Ethnicity,Ethnicity,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,Ethnicity, , , ,,UV
2.16.840.1.113883.5.51,GenderStatus,GenderStatus,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,GenderStatus, , , ,,UV
2.16.840.1.113883.5.53,HealthcareProviderTaxonomyHIPAA,HealthcareProviderTaxonomyHIPAA,,,masked,,,,,masked,,,,,,,,,Int,,2.16.840.1.113883.6.101,5,Retired,,,"HealthcareProviderTaxonomyHIPAAOriginally created prior to the completion and publication of the NUCC Provider Taxonomy codes.  This code system has been retired, and replaced by the NUCC Provider codes, which are now used for all HIPAA compliant transactions.  See http://www.cms.hhs.gov for more information.", ,2009/09/15 12:00:00,2009/09/15 12:00:00,,UV
2.16.840.1.113883.5.54,HL7CommitteeIDInRIM,HL7CommitteeIDInRIM,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,HL7CommitteeIDInRIM, , , ,,UV
2.16.840.1.113883.5.55,HL7ConformanceInclusion,HL7ConformanceInclusion,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,HL7ConformanceInclusion, , , ,,UV
2.16.840.1.113883.5.56,HL7DefinedRoseProperty,HL7DefinedRoseProperty,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,HL7DefinedRoseProperty, , , ,,UV
2.16.840.1.113883.5.57,HL7UpdateMode,HL7UpdateMode,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,HL7UpdateMode, , , ,,UV
2.16.840.1.113883.5.58,HtmlLinkType,HtmlLinkType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,HtmlLinkType, , , ,,UV
2.16.840.1.113883.5.60,languageAbilityMode,Language Ability Mode,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,"A value representing the method of expression of the language.Example:  Expressed spoken, expressed written, expressed signed, received spoken, received written, received signed.", , , ,,UV
2.16.840.1.113883.5.61,languageAbilityProficiency,Language Ability Proficiency,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,HL7,"A value representing the level of proficiency in a language.Example: Excellent, good, fair, poor", , , ,,UV
2.16.840.1.113883.5.62,ListType,ListType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ListType, , , ,,UV
2.16.840.1.113883.5.63,LivingArrangement,LivingArrangement,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,LivingArrangement, , , ,,UV
2.16.840.1.113883.5.64,LivingSubjectProductionClass,LivingSubjectProductionClass,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,LivingSubjectProductionClass, , , ,,UV
2.16.840.1.113883.5.65,LocalMarkupIgnore,LocalMarkupIgnore,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,LocalMarkupIgnore, , , ,,UV
2.16.840.1.113883.5.66,LocalRemoteControlState,LocalRemoteControlState,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,LocalRemoteControlState, , , ,,UV
2.16.840.1.113883.5.67,MapRelationship,MapRelationship,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,MapRelationship, , , ,,UV
2.16.840.1.113883.5.69,MaterialDanger,MaterialDanger,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,MaterialDanger, , , ,,UV
2.16.840.1.113883.5.70,MaterialHandling,MaterialHandling,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,MaterialHandling, , , ,,UV
2.16.840.1.113883.5.71,MaterialRelationship,MaterialRelationship,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,MaterialRelationship, , , ,,UV
2.16.840.1.113883.5.72,MaterialResponsibility,MaterialResponsibility,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,MaterialResponsibility, , , ,,UV
2.16.840.1.113883.5.73,MaterialType,MaterialType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,MaterialType, , , ,,UV
2.16.840.1.113883.5.74,MDFAttributeType,MDFAttributeType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,MDFAttributeType, , , ,,UV
2.16.840.1.113883.5.75,MdfHmdMetSourceType,MdfHmdMetSourceType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,MdfHmdMetSourceType, , , ,,UV
2.16.840.1.113883.5.76,MdfHmdRowType,MdfHmdRowType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,MdfHmdRowType, , , ,,UV
2.16.840.1.113883.5.77,MdfRmimRowType,MdfRmimRowType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,MdfRmimRowType, , , ,,UV
2.16.840.1.113883.5.78,MDFSubjectAreaPrefix,MDFSubjectAreaPrefix,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,MDFSubjectAreaPrefix, , , ,,UV
2.16.840.1.113883.5.79,mediaType,Media Type,,,masked,,,,,masked,,Internet Assigned Numbers Authority (IANA),,,,,,,Int,,,5,Complete,,HL7,"Internet Assigned Numbers Authority (IANA) Mime Media Types.  Identifies the type of the encapsulated data and identifies a method to interpret or render the data.   The IANA defined domain of media types is established by the Internet standard RFC 2045 [http://www.ietf.org/rfc/rfc2045.txt] and 2046 [http://www.ietf.org/rfc/rfc2046.txt]. RFC 2046 defines the media type to consist of two parts:   1. top level media type, and   2. media subtypeHowever, this specification treats the entire media type as one atomic code symbol in the form defined by IANA, i.e., top level type followed by a slash ""/"" followed by media subtype. Currently defined media types are registered in a database [http://www.iana.org/assignments/media-types/index.html] maintained by IANA. Currently several hundred different MIME media types are defined, with the list growing rapidly. In general, all those types defined by the IANA MAY be used. ", ,2009/12/22 12:00:00, ,,UV
2.16.840.1.113883.5.80,MessageCondition,MessageCondition,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,MessageCondition, , , ,,UV
2.16.840.1.113883.5.81,ModifyIndicator,ModifyIndicator,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,ModifyIndicator, , , ,,UV
2.16.840.1.113883.5.83,observationInterpretation,Observation Interpretation,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,HL7,"Codes specifying a rough qualitative interpretation of an observation, such as ""normal"", ""abnormal"", ""below normal"", ""change up"", ""resistant"", ""susceptible"", etc.", , , ,,UV
2.16.840.1.113883.5.84,observationMethod,Observation Method,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,HL7,"Codes that provides additional detail about the means or technique used to ascertain the observation.  Note that in most cases, a test or observation code will fully specify the method, but in rare cases additional detail might be needed.Examples: Blood pressure measurement method: arterial puncture vs. sphygmomanometer (Riva-Rocci), sitting vs. supine position, etc. ", ,2009/12/22 12:00:00, ,,UV
2.16.840.1.113883.5.85,orderableDrugForm,Orderable Drug Form,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,HL7,missing description, , , ,,UV
2.16.840.1.113883.5.87,ParameterizedDataType,ParameterizedDataType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,ParameterizedDataType, , , ,,UV
2.16.840.1.113883.5.88,participationFunction,Participation Function,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,HL7,This code is used to specify the exact function an actor had in a service in all necessary detail., ,2009/12/22 12:00:00, ,,UV
2.16.840.1.113883.5.89,participationSignature,Participation Signature,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,HL7,"A set of codes specifying whether and how the participant has attested his participation through a signature and or whether such a signature is needed.Examples: A surgical Procedure act object (representing a procedure report) requires a signature of the performing and responsible surgeon, and possibly other participants. ", ,2009/12/22 12:00:00, ,,UV
2.16.840.1.113883.5.90,ParticipationType,ParticipationType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,ParticipationType, , , ,,UV
2.16.840.1.113883.5.91,PaymentTerms,PaymentTerms,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,PaymentTerms, , , ,,UV
2.16.840.1.113883.5.93,PersonDisabilityType,PersonDisabilityType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,PersonDisabilityType, , , ,,UV
2.16.840.1.113883.5.96,PersonNamePurpose,PersonNamePurpose,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,PersonNamePurpose, , , ,,UV
2.16.840.1.113883.5.98,PracticeSetting,PracticeSetting,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,PracticeSetting, , , ,,UV
2.16.840.1.113883.5.100,processingID,Processing ID,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,"Codes used to specify whether a message is part of a production, training, or debugging system.", ,2009/12/22 12:00:00, ,,UV
2.16.840.1.113883.5.101,ProcessingMode,ProcessingMode,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,ProcessingMode, , , ,,UV
2.16.840.1.113883.5.102,QueryPriority,QueryPriority,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,QueryPriority, , , ,,UV
2.16.840.1.113883.5.103,QueryStatusCode,QueryStatusCode,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,QueryStatusCode, , , ,,UV
2.16.840.1.113883.5.104,race,Race,Harold,Solbrig,masked,,Unknown,,+1 (734) 677-7777,masked,,unknown,,+1 (734) 677-7777,unk@unknown.org,,SDO,2.16.840.1.113883,Int,,2.16.840.1.113883.6.238,5,Obsolete,,HL7 International,"RaceThis OID identifies the HL7 copy of the Race codes in the UMLS in the early 2000s and should not be used nowadays for system interoperability.   The Race and Ethnicity codes that should be used (in the US) are the CDC Race and Ethnicity code system, 2.16.840.1.113883.6.238, which can be accessed through PHINVADS at the URL https://phinvads.cdc.gov/vads/ViewCodeSystem.action?id=2.16.840.1.113883.6.238",2001/09/01 12:00:00,2001/06/01 12:00:00,2017/04/29 09:41:49,none,UV
2.16.840.1.113883.5.105,RelationalOperator,RelationalOperator,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,RelationalOperator, , , ,,UV
2.16.840.1.113883.5.106,RelationshipConjunction,RelationshipConjunction,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,RelationshipConjunction, , , ,,UV
2.16.840.1.113883.5.107,RoleLinkType,RoleLinkType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,RoleLinkType, , , ,,UV
2.16.840.1.113883.5.108,ResponseLevel,ResponseLevel,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,ResponseLevel, , , ,,UV
2.16.840.1.113883.5.109,responseModality,Response Modality,,,masked,,,,,masked,,,,,,,,,Int,,,5,Complete,,,Codes that define the timing and grouping of the response instances., , , ,,UV
2.16.840.1.113883.5.110,roleClass,Role Class,Russ,Hamm,masked,,HL7 Modeling and Methodology Workgroup,,(+1) 734-677-7777,masked,,HL7 Modeling and Methodology Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,hq@hl7.org,http://www.hl7.org,SDO,2.16.840.1.113883,Int,,,5,Complete,,HL7,"Codes for the Role class hierarchy.  The values in this hierarchy, represent a Role which is an association or relationship between two entities - the entity that plays the role and the entity that scopes the role.  Roles names are derived from the name of the playing entity in that role.The role hierarchy stems from three core abstract concepts:RoleClassOntological which is an abstract domain that collects roles in which the playing entity is defined or specified by the scoping entity.RoleClassPartitive which collects roles in which the playing entity is in some sense a ""part"" of the scoping entity.RoleClassAssociative which collects all of the remaining forms of association between the playing entity and the scoping entity. This set of roles is further partitioned between:RoleClassPassive which are roles in which the playing entity is used, known, treated, handled, built, or destroyed, etc. under the auspices of the scoping entity. The playing entity is passive in these roles in that the role exists without an agreement from the playing entity.RoleClassMutualRelationship which are relationships based on mutual behavior of the two entities. The basis of these relationship may be formal agreements or they may be de facto behavior.  This sub-domain is further divided.", ,2009/12/22 12:00:00, ,ROLECLASS,UV
2.16.840.1.113883.5.111,roleCode,Role Code,,,masked,,HL7 Modeling and Methodology Workgroup,,(+1) 734-677-7777,masked,,HL7 Modeling and Methodology Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,hq@hl7.org,http://www.hl7.org,SDO,,Int,,,5,Complete,,HL7,A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes., ,2009/12/22 12:00:00, ,,UV
2.16.840.1.113883.5.112,routeOfAdministration,Route Of Administration,,,masked,,HL7 Pharmacy Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,masked,,HL7 Pharmacy Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,hq@hl7.org,http://www.hl7.org,SDO,,Int,,,5,Complete,,HL7,The path the administered medication takes to get into the body or into contact with the body., ,2009/12/22 12:00:00, ,,UV
2.16.840.1.113883.5.113,sequencing,Sequencing,,,masked,,HL7 Modeling and Methodology Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,masked,,HL7 Modeling and Methodology Workgroup,"3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",(+1) 734-677-7777,hq@hl7.org,http://www.hl7.org,SDO,,Int,,,5,Complete,,,Specifies sequence of sort order., ,2009/12/22 12:00:00, ,,UV
2.16.840.1.113883.5.114,Service,Service,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,Service, , , ,,UV
2.16.840.1.113883.5.115,ParticipationActor,ParticipationActor,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ParticipationActor, , , ,,UV
2.16.840.1.113883.5.116,ServiceActorFunction,ServiceActorFunction,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ServiceActorFunction, , , ,,UV
2.16.840.1.113883.5.117,ServiceActorSignature,ServiceActorSignature,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ServiceActorSignature, , , ,,UV
2.16.840.1.113883.5.118,ServiceConfidentiality,ServiceConfidentiality,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ServiceConfidentiality, , , ,,UV
2.16.840.1.113883.5.119,ServiceInterpretation,ServiceInterpretation,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ServiceInterpretation, , , ,,UV
2.16.840.1.113883.5.120,ServiceListType,ServiceListType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ServiceListType, , , ,,UV
2.16.840.1.113883.5.121,ServiceMood,ServiceMood,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ServiceMood, , , ,,UV
2.16.840.1.113883.5.122,ServicePriority,ServicePriority,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ServicePriority, , , ,,UV
2.16.840.1.113883.5.123,ServiceRelationshipType,ServiceRelationshipType,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ServiceRelationshipType, , , ,,UV
2.16.840.1.113883.5.124,ServiceRelationshipCheckPoint,ServiceRelationshipCheckPoint,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ServiceRelationshipCheckPoint, , , ,,UV
2.16.840.1.113883.5.125,ServiceRelationshipConjunction,ServiceRelationshipConjunction,,,masked,,,,,masked,,,,,,,,,Int,,,5,Retired,,,ServiceRelationshipConjunction, , , ,,UV
