CLS,SUBCLS,IN,RXCUI,NAME,TTY
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1370491,hydrochlorothiazide 12.5 MG / metoprolol succinate 25 MG [Dutoprol],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1370496,hydrochlorothiazide 12.5 MG / metoprolol succinate 100 MG [Dutoprol],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,562901,hydrochlorothiazide 50 MG / triamterene 75 MG [Maxzide],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,562902,hydrochlorothiazide 25 MG / triamterene 37.5 MG [Maxzide],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,568840,hydrochlorothiazide 25 MG / spironolactone 25 MG [Aldactazide],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,568844,hydrochlorothiazide 50 MG / spironolactone 50 MG [Aldactazide],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,568851,hydrochlorothiazide 25 MG / triamterene 37.5 MG [Dyazide],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,749831,hydrochlorothiazide 12.5 MG / telmisartan 40 MG [Micardis-HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,749835,hydrochlorothiazide 12.5 MG / telmisartan 80 MG [Micardis-HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,749839,hydrochlorothiazide 25 MG / telmisartan 80 MG [Micardis-HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,805853,candesartan cilexetil 32 MG / hydrochlorothiazide 25 MG [Atacand HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,805857,candesartan cilexetil 32 MG / hydrochlorothiazide 12.5 MG [Atacand HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,805861,candesartan cilexetil 16 MG / hydrochlorothiazide 12.5 MG [Atacand HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,809012,hydrochlorothiazide 12.5 MG / valsartan 80 MG [Diovan HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,809016,hydrochlorothiazide 12.5 MG / valsartan 160 MG [Diovan HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,809020,hydrochlorothiazide 25 MG / valsartan 160 MG [Diovan HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,809024,hydrochlorothiazide 12.5 MG / valsartan 320 MG [Diovan HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,809028,hydrochlorothiazide 25 MG / valsartan 320 MG [Diovan HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,809852,hydrochlorothiazide 12.5 MG / quinapril 10 MG [Accuretic],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,809856,hydrochlorothiazide 12.5 MG / quinapril 20 MG [Accuretic],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,823932,hydrochlorothiazide 12.5 MG / irbesartan 150 MG [Avalide],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,823936,hydrochlorothiazide 12.5 MG / irbesartan 300 MG [Avalide],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,823940,hydrochlorothiazide 25 MG / irbesartan 300 MG [Avalide],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,823969,hydrochlorothiazide 25 MG / lisinopril 20 MG [Zestoretic],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,823980,hydrochlorothiazide 12.5 MG / lisinopril 20 MG [Zestoretic],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,823984,hydrochlorothiazide 12.5 MG / lisinopril 10 MG [Zestoretic],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,847040,hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG [Benicar HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,847053,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG [Benicar HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,847058,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG [Benicar HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,848132,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG [Exforge HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,848137,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG [Exforge HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,848142,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG [Exforge HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,848147,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG [Exforge HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,848153,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG [Exforge HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,854909,bisoprolol fumarate 10 MG / hydrochlorothiazide 6.25 MG [Ziac],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,854917,bisoprolol fumarate 2.5 MG / hydrochlorothiazide 6.25 MG [Ziac],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,854920,bisoprolol fumarate 5 MG / hydrochlorothiazide 6.25 MG [Ziac],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,858829,enalapril maleate 10 MG / hydrochlorothiazide 25 MG [Vaseretic],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,866496,hydrochlorothiazide 25 MG / metoprolol tartrate 100 MG [Lopressor HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,866500,hydrochlorothiazide 25 MG / metoprolol tartrate 50 MG [Lopressor HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,866504,hydrochlorothiazide 50 MG / metoprolol tartrate 100 MG [Lopressor HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,882557,hydrochlorothiazide 25 MG / quinapril 20 MG [Accuretic],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,898364,benazepril hydrochloride 10 MG / hydrochlorothiazide 12.5 MG [Lotensin HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,898369,benazepril hydrochloride 20 MG / hydrochlorothiazide 12.5 MG [Lotensin HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,898374,benazepril hydrochloride 20 MG / hydrochlorothiazide 25 MG [Lotensin HCT],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,979465,hydrochlorothiazide 12.5 MG / losartan potassium 100 MG [Hyzaar],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,979469,hydrochlorothiazide 12.5 MG / losartan potassium 50 MG [Hyzaar],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,979472,hydrochlorothiazide 25 MG / losartan potassium 100 MG [Hyzaar],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,999969,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG [Tribenzor],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,999988,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG [Tribenzor],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,999993,amlodipine 10 MG / hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG [Tribenzor],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,999998,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG [Tribenzor],SBDC
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,366289,hydrochlorothiazide / triamterene Oral Capsule [Dyazide],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,369275,hydrochlorothiazide / triamterene Oral Tablet [Maxzide],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,369279,hydrochlorothiazide / spironolactone Oral Tablet [Aldactazide],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,745976,bisoprolol / hydrochlorothiazide Oral Tablet [Ziac],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,749836,hydrochlorothiazide / telmisartan Oral Tablet [Micardis-HCT],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,758550,aliskiren / hydrochlorothiazide Oral Tablet [Tekturna HCT],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,805854,candesartan / hydrochlorothiazide Oral Tablet [Atacand HCT],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,809029,hydrochlorothiazide / valsartan Oral Tablet [Diovan HCT],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,809853,hydrochlorothiazide / quinapril Oral Tablet [Accuretic],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,823937,hydrochlorothiazide / irbesartan Oral Tablet [Avalide],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,823962,hydrochlorothiazide / losartan Oral Tablet [Hyzaar],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,823970,hydrochlorothiazide / lisinopril Oral Tablet [Zestoretic],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,847059,hydrochlorothiazide / olmesartan Oral Tablet [Benicar HCT],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,848148,amlodipine / hydrochlorothiazide / valsartan Oral Tablet [Exforge HCT],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,858826,enalapril / hydrochlorothiazide Oral Tablet [Vaseretic],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,866463,hydrochlorothiazide / metoprolol Extended Release Oral Tablet [Dutoprol],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,866497,hydrochlorothiazide / metoprolol Oral Tablet [Lopressor HCT],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,898381,benazepril / hydrochlorothiazide Oral Tablet [Lotensin HCT],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,999970,amlodipine / hydrochlorothiazide / olmesartan Oral Tablet [Tribenzor],SBDF
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1166546,Hyzaar Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1166549,Hyzaar Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1168391,Accuretic Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1168392,Accuretic Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1169653,Dutoprol Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1169654,Dutoprol Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1169664,Dyazide Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1169665,Dyazide Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1170817,Benicar HCT Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1170818,Benicar HCT Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1171082,Diovan HCT Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1171087,Diovan HCT Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1172182,Atacand HCT Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1172183,Atacand HCT Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1173249,Exforge HCT Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1173250,Exforge HCT Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1174846,Aldactazide Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1174847,Aldactazide Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1175010,Avalide Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1175011,Avalide Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1178060,Micardis-HCT Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1178061,Micardis-HCT Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1180272,Lopressor HCT Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1180275,Lopressor HCT Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1180897,Lotensin HCT Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1180902,Lotensin HCT Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1182147,Tribenzor Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1182686,Tribenzor Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1182741,Maxzide Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1182742,Maxzide Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1187277,Zestoretic Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1187278,Zestoretic Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1187449,Ziac Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1187450,Ziac Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1187581,Vaseretic Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1187582,Vaseretic Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1430140,Tekturna HCT Oral Product,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1430141,Tekturna HCT Pill,SBDG
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1000001,amlodipine 5 MG / hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1011710,aliskiren 150 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1011713,aliskiren 150 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1011750,aliskiren 300 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1011753,aliskiren 300 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,104370,captopril 25 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1050798,aliskiren 150 MG / amlodipine 5 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1050803,aliskiren 300 MG / amlodipine 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1050806,aliskiren 300 MG / amlodipine 10 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1050809,aliskiren 300 MG / amlodipine 5 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1050812,aliskiren 300 MG / amlodipine 5 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1111439,24 HR hydrochlorothiazide 25 MG / metoprolol tartrate 200 MG Extended Release Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1299859,hydrochlorothiazide 12.5 MG / moexipril hydrochloride 15 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1299871,hydrochlorothiazide 12.5 MG / moexipril hydrochloride 7.5 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,1299890,hydrochlorothiazide 25 MG / moexipril hydrochloride 15 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197436,captopril 25 MG / hydrochlorothiazide 15 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197437,captopril 25 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197438,captopril 50 MG / hydrochlorothiazide 15 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197439,captopril 50 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197770,hydrochlorothiazide 50 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197771,hydrochlorothiazide 50 MG / reserpine 0.125 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197885,hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197886,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197887,hydrochlorothiazide 25 MG / lisinopril 20 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197960,hydrochlorothiazide 25 MG / methyldopa 250 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197961,hydrochlorothiazide 50 MG / methyldopa 500 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197962,hydrochlorothiazide 30 MG / methyldopa 500 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,197963,hydrochlorothiazide 15 MG / methyldopa 250 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,198224,hydrochlorothiazide 25 MG / spironolactone 25 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,198225,hydrochlorothiazide 50 MG / spironolactone 50 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,198314,hydrochlorothiazide 25 MG / triamterene 50 MG Oral Capsule,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,198316,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Capsule,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,199903,hydrochlorothiazide 12.5 MG Oral Capsule,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,200284,hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,200285,hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,204501,hydrochlorothiazide 25 MG / reserpine 0.125 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,283316,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,283317,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,310664,guanethidine 10 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,310792,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,310793,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,310796,hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,310797,hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,310798,hydrochlorothiazide 25 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,310809,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,310811,hydrochlorothiazide 25 MG / timolol 10 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,310812,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,310818,hydrochlorothiazide 50 MG / triamterene 75 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,314029,hydrochlorothiazide 25 MG / triamterene 50 MG Oral Tablet,SCD
antihypertensive,Thiazide diuretics,hydrochlorothiazide ,349353,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,SCD
